Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,hour,day_of_week,is_night,age,distance_km,amt_zscore_in_category,city_pop_log,synth_delivery_confirmed,synth_device_ip_match,synth_prior_dispute_count,synth_dispute_reason,synth_days_to_dispute
994,2019-01-01 12:38:37,4467456915153312231,fraud_Terry Ltd,home,27.34,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,1966-09-16,1bf15a4132022bcba514ebfaafd47c39,1325421517,28.095758,-82.20629699999999,0,12,1,0,52,20.17460947154625,-0.6197496467362199,13.483188099092693,0,True,3,product_not_received,16.4
995,2019-01-01 12:38:38,6592243974328236,fraud_Beier and Sons,home,43.73,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,c5f6d4b1ac5f1caba326608f0cf293fa,1325421518,32.744104,-87.025559,0,12,1,0,24,83.91275934855089,-0.2762269762274627,12.277015614340739,1,True,0,product_not_as_described,56.8
996,2019-01-01 12:39:18,4653879239169997,fraud_Pouros-Haag,shopping_pos,7.98,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,bc909cd211ddb4d3f6511abee1423324,1325421558,37.787593,-85.931895,0,12,1,0,19,84.34862263070143,-0.3296789628835318,8.830835365537549,1,True,0,unauthorized_transaction,12.9
997,2019-01-01 12:39:27,38588538868506,fraud_O'Keefe-Wisoky,food_dining,2.86,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,c882715837e35bc8a69be786678ea147,1325421567,29.273326,-104.007592,0,12,1,0,28,126.96615946785589,-1.0065160636884398,6.212606095751519,1,True,1,unauthorized_transaction,13.9
998,2019-01-01 12:39:46,5154903938030655,fraud_Mohr-Bayer,shopping_net,41.23,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1993-10-05,368a6a87fcbe04ab4f040e35e3b7d734,1325421586,36.890125,-80.382986,0,12,1,0,25,99.44303372818311,-0.23500196493728578,8.559677803022392,0,True,1,duplicate_charge,1.8
999,2019-01-01 12:40:54,213161869125933,"fraud_Dare, Fritsch and Zboncak",health_fitness,37.94,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,dd5d77e8497c6f630f10ecef4041d97d,1325421654,45.034543,-70.928315,0,12,1,0,48,50.71082560253271,-0.3512044393616774,5.25227342804663,1,True,1,product_not_as_described,24.6
1000,2019-01-01 12:41:17,5559857416065248,"fraud_Berge, Kautzer and Harris",personal_care,88.7,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,1f4c10dd875868477f2cb5822795b5b8,1325421677,41.586814,-123.16098,0,12,1,0,73,52.893406893756016,0.7835379983443501,6.380122536899765,1,False,1,product_not_as_described,10.2
1001,2019-01-01 12:41:20,36722699017270,"fraud_Quitzon, Green and Bashirian",shopping_pos,2.72,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,7c2a58a8385f1947e3589e51e706b70f,1325421680,32.469997,-110.691362,0,12,1,0,31,98.6556478508535,-0.35746590329042127,7.96311205897929,1,True,0,product_not_as_described,7.1
1002,2019-01-01 12:41:24,341283058448499,fraud_Zboncak Ltd,food_dining,3.64,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,bc8cb18898c2a00429d0ea17d0f1a0b2,1325421684,31.887274,-84.818212,0,12,1,0,83,101.30895669633763,-0.9898522446581697,7.2875606403097235,1,True,1,duplicate_charge,15.8
1003,2019-01-01 12:41:33,4742883543039288059,fraud_Roberts-Beahan,misc_pos,9.32,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,532b525538d4cf450876c4dec3c7d6ab,1325421693,20.515285,-155.739146,0,12,1,0,27,66.57131042705946,-0.43791385033879054,7.307202314764738,1,True,0,credit_not_processed,12.3
1004,2019-01-01 12:42:44,4681699462969,fraud_Volkman-Predovic,shopping_net,3.08,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,6966b83b043290cd89d03045655c368b,1325421764,35.814491,-87.1656,0,12,1,0,40,67.30829137374215,-0.4268396440436582,11.974783508829546,1,False,0,product_not_as_described,15.5
1005,2019-01-01 12:43:35,5127412150261034,fraud_Simonis-Prohaska,misc_pos,107.58,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",1991-02-04,b405e912b205d70bfd0d73ab84afed06,1325421815,39.293971,-77.442266,0,12,1,0,27,55.4422041903132,0.4490006125058359,13.307554147399848,1,True,0,product_not_as_described,31.6
1006,2019-01-01 12:44:01,2269768987945882,fraud_Breitenberg-Hermiston,kids_pets,102.42,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,0972a8f13aceda7d714c28769a4d56af,1325421841,43.119601,-78.67971800000001,0,12,1,0,60,82.09796562746202,0.9908455744595401,8.496173824192162,0,True,0,product_not_as_described,8.2
1007,2019-01-01 12:44:14,60495593109,fraud_Brown Inc,kids_pets,20.29,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,fe2ce09754bacf84ff115c1bab7a8439,1325421854,32.040588,-96.155962,0,12,1,0,76,98.04914834130412,-0.756279742541904,14.049255317374007,1,True,0,product_not_received,8.4
1008,2019-01-01 12:44:24,6011438889172900,fraud_Fahey Inc,kids_pets,64.89,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,93946b918398d1f67e5ebbd56f0c9d52,1325421864,35.165667,-91.757016,0,12,1,0,25,105.26261968804576,0.1924818444331893,8.54907938027856,1,True,0,unauthorized_transaction,21.0
1009,2019-01-01 12:44:57,4956828990005111019,"fraud_Hagenes, Kohler and Hoppe",food_dining,4.07,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,97bfb3a3b451450e8d8c986aaaf6db2b,1325421897,40.999253,-74.621983,0,12,1,0,38,49.23342400271055,-0.9806657803209695,11.735812983510845,1,True,0,product_not_received,8.6
1010,2019-01-01 12:45:06,2720433095629877,"fraud_Boehm, Block and Jakubowski",misc_pos,1.6,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,863c81c847ab8723f601173754389996,1325421906,43.355724,-70.333731,0,12,1,0,21,83.45581307938986,-0.5075961183335037,8.078688229229872,1,True,1,duplicate_charge,51.2
1011,2019-01-01 12:45:42,2254917871818484,fraud_Hermann-Gaylord,misc_pos,359.14,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,88ea20d4d311bbd8b2bb987eedf1e864,1325421942,38.640652,-75.351543,0,12,1,0,42,106.72907490748837,2.719631614675531,5.749392985908253,1,True,0,product_not_received,11.9
1012,2019-01-01 12:45:45,571465035400,"fraud_Mante, Luettgen and Hackett",health_fitness,72.61,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,e41042536c148f8dbe7011201638ab90,1325421945,43.866236,-108.18443700000002,0,12,1,0,42,111.71252464771672,0.4087314085981798,7.406103381237015,1,True,0,product_not_received,16.3
1013,2019-01-01 12:46:43,6511349151405438,fraud_Thompson-Gleason,health_fitness,16.99,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,14667ea5d9e5858d9edf9e46fcb91a4b,1325422003,39.39999,-114.165521,0,12,1,0,72,62.25112838930825,-0.8104099777164222,6.111467339502679,0,True,0,product_not_received,24.8
1014,2019-01-01 12:46:44,3543299015720986,"fraud_Turcotte, Batz and Buckridge",health_fitness,12.93,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,983dd96d330943316c16542ef3b013e4,1325422004,36.352098,-82.61206700000001,0,12,1,0,41,74.71366996341023,-0.8994015999465065,9.161360189754465,1,True,1,product_not_as_described,14.3
1015,2019-01-01 12:46:45,4069975342931683,fraud_Beier-Hyatt,shopping_pos,9.52,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,fe89a53df6c6d9761f22e18a5fd066fc,1325422005,38.628875,-82.321074,0,12,1,0,38,36.31006549994018,-0.3215436229164958,9.994378892724196,1,False,0,duplicate_charge,12.3
1016,2019-01-01 12:47:15,4996263498048679,"fraud_Goyette, Howell and Collier",shopping_pos,3.7,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,0f37daac19e4121adac32c0a10f4b697,1325422035,41.64788,-124.744747,0,12,1,0,35,58.46657538934932,-0.35228886876594373,7.565793282428515,1,True,0,credit_not_processed,23.0
1017,2019-01-01 12:47:15,60416207185,"fraud_Jones, Sawayn and Romaguera",misc_net,7.27,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,98e3dcf98101146a577f85a34e58feec,1325422035,43.974711,-109.741904,0,12,1,0,32,127.6062390956251,-0.43860803914536606,7.406103381237015,1,True,1,product_not_as_described,8.0
1018,2019-01-01 12:47:17,4810789809665942990,fraud_Pollich LLC,home,45.7,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,abc6308425782458467ae61a0f2ed7b0,1325422037,39.257495,-83.701176,0,12,1,0,30,35.39246496354015,-0.23493718605648925,5.82600010738045,1,True,0,product_not_received,15.9
1019,2019-01-01 12:49:38,4223708906367574214,fraud_Gulgowski LLC,home,64.61,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,9bb8131db639f2ee0431b88b31a54624,1325422178,38.501224,-83.836043,0,12,1,0,44,96.29484406476959,0.16140288101615263,5.181783550292085,1,True,0,duplicate_charge,6.9
1020,2019-01-01 12:50:07,3589255887819806,"fraud_Schaefer, Fay and Hilll",entertainment,35.28,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,2fc56a6b95436546a89adab264391e13,1325422207,38.714695,-78.39218699999999,0,12,1,0,34,111.03140534799054,-0.4646532974889447,8.23403420769204,1,True,1,duplicate_charge,21.9
1021,2019-01-01 12:50:09,3599237318576484,fraud_Medhurst Inc,home,40.62,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,dc53e87a01c1de70a287d3fe8c48502d,1325422209,36.844537,-85.930413,0,12,1,0,86,34.77826152112491,-0.34141035055828844,5.834810737062605,1,True,0,duplicate_charge,11.7
1022,2019-01-01 12:50:14,30181367542315,fraud_Bode-Schuster,kids_pets,109.06,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,5089ffa656bebaca749b9b970f40149c,1325422214,43.729748,-120.13096000000002,0,12,1,0,65,90.54663034522125,1.1320961784396886,7.6093665379542115,0,False,1,product_not_as_described,16.1
1023,2019-01-01 12:51:40,4613314721966,"fraud_O'Connell, Botsford and Hand",home,71.03,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,ec78ae12af778ef797c8f9ee88c8eafd,1325422300,35.773439,-80.895816,0,12,1,0,30,78.7821353522071,0.2959614865479539,6.786716950605081,1,False,0,unauthorized_transaction,25.9
1024,2019-01-01 12:51:43,30518196150127,fraud_Connelly-Carter,home,102.48,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,580acdf625e5f6e3e3d87d1026bc7600,1325422303,39.397946000000005,-86.69665400000001,0,12,1,0,43,135.60811910742478,0.9551309793789741,7.4999765409521215,1,True,0,product_not_received,7.4
1025,2019-01-01 12:52:19,4328928491302401,fraud_Kuhic LLC,shopping_net,266.91,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,4a57f2c456f6b0ed222fd1f545689c83,1325422339,42.866361,-87.436966,0,12,1,0,37,46.076448724885815,0.8998323055928881,9.544953739112396,1,True,1,product_not_received,17.8
1026,2019-01-01 12:52:28,4181833256558613886,fraud_Gottlieb-Hansen,personal_care,3.65,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,9661da49b30fedc727d315cddd5e9699,1325422348,36.849101,-104.807088,0,12,1,0,30,62.420583071094256,-0.8902703862650435,6.408528791059498,0,True,0,credit_not_processed,22.1
1027,2019-01-01 12:53:45,3533742182628021,"fraud_Schroeder, Wolff and Hermiston",travel,9.65,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,c093505dbe1882543c7ce198ea056188,1325422425,32.081388000000004,-80.10258499999999,0,12,1,0,21,87.91829244948936,-0.2715257786389067,9.927155249836312,1,True,1,product_not_received,20.4
1028,2019-01-01 12:54:09,4988304376504,"fraud_Hettinger, McCullough and Fay",home,35.15,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,3d712599103cdb7ebc4474d900c13794,1325422449,40.84301,-74.559784,0,12,1,0,81,75.87049693477911,-0.4560576359568792,7.7226775164680035,1,True,0,product_not_as_described,11.6
1029,2019-01-01 12:54:25,36078114201167,"fraud_Pouros, Walker and Spencer",kids_pets,2.31,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,f6b49d6d37ae57248ae7bb2043766f78,1325422465,37.71969,-83.814198,0,12,1,0,92,93.73902679929634,-1.1387625527170648,6.683360945766275,1,True,0,product_not_received,5.0
1030,2019-01-01 12:54:36,3576431665303017,fraud_Kub PLC,personal_care,215.27,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,69594a3099154547d6c1712c1d52d37f,1325422476,33.58785,-111.796899,0,12,1,0,37,24.162327314789326,3.27447188711579,14.087766507239316,1,False,0,product_not_received,26.5
1031,2019-01-01 12:55:00,2264937662466770,"fraud_Quitzon, Green and Bashirian",shopping_pos,1.24,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,19544cc49d8bdff5214a83d354ade4bf,1325422500,29.929382,-99.337814,0,12,1,0,23,103.08069151210502,-0.36528428196004037,14.282884482565647,1,True,0,credit_not_processed,5.0
1032,2019-01-01 12:55:23,213178765398315,fraud_Watsica LLC,personal_care,4.31,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,e2ae9911ffdda9776dabf41e16beda9c,1325422523,43.96206,-108.042065,0,12,1,0,25,103.88134192474772,-0.877281397037034,9.873492155000728,1,True,0,product_not_received,4.4
1033,2019-01-01 12:55:51,6564459919350820,fraud_Stiedemann Ltd,food_dining,59.06,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,4bf0199c6f00d4d72568fff512aa1cf6,1325422551,42.038172,-89.81033199999999,0,12,1,0,60,72.61007520744401,0.19413346131307285,7.175489713624222,,False,1,product_not_as_described,13.2
1034,2019-01-01 12:56:03,4981132848794,"fraud_Nicolas, Hills and McGlynn",entertainment,1.42,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,e5f0b0ad48953e907ba91bb6a8871c30,1325422563,40.515755,-80.239521,0,12,1,0,72,83.60069314857574,-1.0298295861212778,4.859812404361672,1,True,1,duplicate_charge,8.8
1035,2019-01-01 12:56:17,4334230547694630,"fraud_Hauck, Dietrich and Funk",kids_pets,44.21,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,2d51fc0937644072fe09e1cd998a006e,1325422577,43.329385,-111.772465,0,12,1,0,51,69.55484092348951,-0.24743720531221267,6.156978985585555,1,True,0,product_not_received,16.9
1036,2019-01-01 12:56:22,4997733566924489,fraud_Labadie LLC,personal_care,48.62,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,dd0c1ca8c173cc6f5b0ce118b77aee9a,1325422582,45.544687,-92.024643,0,12,1,0,47,94.95070259412205,-0.005247892956584674,13.5319758731981,1,False,1,product_not_received,21.1
1037,2019-01-01 12:58:19,4173950183554608,fraud_Dickinson-Rempel,misc_pos,4.2,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,8af8bdf87ac2db6bdd032b5bd511d9ed,1325422699,40.151565000000005,-74.369371,0,12,1,0,40,38.65472766253951,-0.48412799698813397,8.09559870137819,1,True,0,product_not_as_described,11.6
1038,2019-01-01 12:58:56,4646845581490336108,fraud_Friesen Inc,shopping_pos,21.28,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,1f199e00b3ee6ab29443b664a4fdfa55,1325422736,41.379035,-73.772712,0,12,1,0,28,91.4216586660585,-0.25941920862276585,8.308199063206446,1,True,0,product_not_received,41.0
1039,2019-01-01 12:59:20,30135235368675,"fraud_Crist, Jakubowski and Littel",home,74.22,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,d355c6d214ff0ff59c941504ec72ee79,1325422760,38.442726,-94.42199,0,12,1,0,26,77.90666137568037,0.3628216036268395,11.722975671333126,1,True,0,product_not_received,7.7
1040,2019-01-01 13:00:02,4807552641361,"fraud_Hodkiewicz, Prohaska and Paucek",travel,2.94,Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1954-01-29,5507b1b69ecb2caf365efef7c55d0ecd,1325422802,40.108156,-84.400604,0,13,1,0,64,39.47823404420018,-0.29694844154771444,4.897839799950911,1,True,0,unauthorized_transaction,3.8
1041,2019-01-01 13:00:39,60495593109,"fraud_McDermott, Osinski and Morar",home,67.19,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,e354c2e73e5448f5886f5cd69bad5587,1325422839,32.02622,-96.179015,0,13,1,0,76,98.1932054361443,0.21547783464108208,14.049255317374007,1,False,0,product_not_received,13.0
1042,2019-01-01 13:01:25,4003989662068504,fraud_Fritsch and Sons,health_fitness,9.95,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,830e475c50377e4de241060ea80d126f,1325422885,32.749836,-87.656536,0,13,1,0,29,90.55614658949476,-0.9647205738986374,11.176949105381675,1,True,1,unauthorized_transaction,13.7
1043,2019-01-01 13:02:10,4716561796955522,"fraud_Baumbach, Feeney and Morar",shopping_net,2.55,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,979972c4f901e2b939cda1d2667520e9,1325422930,47.973642,-113.597641,0,13,1,0,46,65.25892105868991,-0.42950475465771787,6.612041034833092,1,True,0,credit_not_processed,18.6
1044,2019-01-01 13:04:22,3547560454237873,"fraud_Konopelski, Schneider and Hartmann",food_dining,45.19,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,66bbb89598d7f9ac8cbedc430a97bd97,1325423062,45.196791,-86.877691,0,13,1,0,52,91.71610266696214,-0.1021834232380123,6.523562306149512,1,True,0,product_not_received,10.4
1045,2019-01-01 13:04:25,571365235126,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,177.82,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,26e9b361f78724f145faedaaad9da0c3,1325423065,45.105736,-87.08646800000001,0,13,1,0,23,88.86776722793363,2.7148418950088105,5.921578419643816,1,True,0,product_not_received,4.9
1046,2019-01-01 13:04:34,4761403817546679245,fraud_Gleason-Macejkovic,shopping_net,1.13,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,ad326807600417e56f25aa7c49a4a6f4,1325423074,36.787512,-91.931081,0,13,1,0,32,44.28311289877961,-0.43664523969916086,7.426549072397305,1,True,0,product_not_received,14.1
1047,2019-01-01 13:04:36,4412720572684931,"fraud_Windler, Goodwin and Kovacek",home,78.97,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,4fcc04a056e00b69e5df4555f4f6cd95,1325423076,37.674054,-75.57240300000001,0,13,1,0,69,13.330778488805796,0.46237820429289184,6.655440350367647,1,True,0,product_not_received,16.9
1048,2019-01-01 13:05:01,4861310130652566408,fraud_Pfeffer and Sons,shopping_pos,8.32,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,816f06e920b4f2ca19f93873f8f0850e,1325423101,30.477743,-91.166837,0,13,1,0,41,40.867592670946856,-0.3278828488648356,9.218010878280403,1,True,0,product_not_as_described,14.8
1049,2019-01-01 13:05:06,4716561796955522,"fraud_Yost, Schamberger and Windler",kids_pets,73.46,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,8a439c0ff5c18dca2efcbc7ab651b85b,1325423106,48.833502,-112.959004,0,13,1,0,46,62.36338962638728,0.37478872336539876,6.612041034833092,1,True,0,product_not_as_described,17.2
1050,2019-01-01 13:06:14,3577794103155425,"fraud_Reichert, Huels and Hoppe",shopping_net,6.23,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,1071a861baeb0b8912c58a03c82bfdab,1325423174,47.732838,-96.663555,0,13,1,0,24,40.92060238144316,-0.41099983567707693,6.598509028614515,1,True,1,product_not_received,15.8
1051,2019-01-01 13:06:24,4451952084362894,fraud_Schoen-Quigley,kids_pets,58.08,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,82c44e24abcb424ea342b2e0209ee91c,1325423184,33.661916999999995,-102.227336,0,13,1,0,38,98.75216135316163,0.04761488462824789,6.532334292222349,1,True,0,product_not_as_described,14.8
1052,2019-01-01 13:06:44,4874017206859125,"fraud_Metz, Russel and Metz",kids_pets,197.7,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,5d2223325a5c3fb2567bca7bab674f5f,1325423204,44.84209,-122.089726,0,13,1,0,36,78.46463027041813,3.0177066508493806,10.664713853906667,1,True,2,product_not_received,9.6
1053,2019-01-01 13:07:25,30029052116970,fraud_Erdman-Durgan,health_fitness,63.6,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,4411dc471d2701559f0b879911205ef7,1325423245,42.007058,-78.408407,0,13,1,0,48,65.77400133902854,0.21124014842747568,8.251663923605589,1,True,0,duplicate_charge,9.2
1054,2019-01-01 13:07:25,3520550088202337,fraud_Heathcote LLC,shopping_net,106.7,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,c091df34fe7eddc0b419e6374d8aea66,1325423245,48.29344,-89.552853,0,13,1,0,17,62.92311145183277,0.09421462355797511,5.60947179518496,1,True,1,product_not_as_described,32.6
1055,2019-01-01 13:07:33,30434173205605,"fraud_Bahringer, Bergnaum and Quitzon",home,106.65,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,c9df02be0b8e5207cef6d85ecf9f1b6f,1325423253,43.617342,-122.715918,0,13,1,0,23,98.02603303068285,1.0425311951215928,6.822197390620491,1,True,0,duplicate_charge,7.2
1056,2019-01-01 13:08:18,5359543825610251,fraud_Veum-Koelpin,travel,2.28,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,bd017b417542c7795a1cb6d02f04cbcb,1325423298,45.996627,-111.048677,0,13,1,0,43,25.179467525811756,-0.2994490313420234,9.808242370619395,1,True,1,unauthorized_transaction,33.0
1057,2019-01-01 13:08:26,2283743876903625,"fraud_Becker, Harris and Harvey",personal_care,16.67,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,be551f58631f6af25e8590ac5bb97605,1325423306,33.282548,-84.764595,0,13,1,0,21,98.11034052025127,-0.6340330533124944,12.017070825379577,1,True,2,product_not_as_described,8.5
1058,2019-01-01 13:08:40,180046765320457,fraud_Monahan-Morar,personal_care,7.57,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,515649324af558da088cec88d8ea10ac,1325423320,41.369253,-81.696043,0,13,1,0,55,68.53937445924575,-0.8131236623653513,12.169439781006306,1,True,0,unauthorized_transaction,28.4
1059,2019-01-01 13:09:58,3583293909206278,"fraud_Kihn, Abernathy and Douglas",shopping_net,4.85,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1978-09-30,f045242b4d3a9409c0744bb2a17480c4,1325423398,35.377937,-106.62152,0,13,1,0,40,40.2905065702332,-0.41793918029481736,5.739792912179234,1,False,1,product_not_received,21.7
1060,2019-01-01 13:10:34,213163860545705,fraud_Johns Inc,entertainment,70.05,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,8cb890c4c47dcb4e056dc62a90b4f677,1325423434,33.926347,-82.275657,0,13,1,0,32,90.10024908543943,0.11571231254490705,6.60934924316738,0,True,0,duplicate_charge,19.0
